sample,fastq_1,fastq_2
Bietry_1,/mnt/e/Bio-informatics/Hongo/data/Bietry_1_R1.fastq.gz,/mnt/e/Bio-informatics/Hongo/data/Bietry_1_R2.fastq.gz
